label,type,author,keep_yn,title,journal,year,volume,pages,month,abstract,doi,issn,eissn,unique.id,number,article.number,orcid.numbers,researcherid.numbers,note,organization,editor,booktitle,series,isbn,book.author,book.group.author,xlink.href,xmlns.xlink,registered
X.ISI.000444927200006,article,"Li, Tianyu and Meng, Qingmin",n,A mixture emissivity analysis method for urban land surface temperature retrieval from Landsat 8 data,LANDSCAPE AND URBAN PLANNING,2018,179,63-71,NOV,"Land surface temperature (LST) retrieval from satellite imagery is one of the most practical ways to consistently monitor urban thermal environment. Given the heterogeneous nature of urban landscape, an implicit assumption should be considered in remotely sensed LST determinations that a mixed urban land cover aggregation is the combination of its constituent components. Currently, the common LST retrieval method which utilize emissivity measures estimated by NDVI threshold method (NDVITHM), including mono window (MW), single channel (SC), and split window algorithms (SW), does not take into account heterogeneity of pixels. While in this study, a new approach, the mixture analysis of emissivity (MAoE), is proposed to calculate temperature by estimating pixel emissivity from mixed land cover classes. We conduct a comparison of six approaches by the combinations of three LST retrieval algorithms with NDVITHM and MAoE respectively. The differences among strategies are characterized and analyzed by comparing LST estimates from Landsat 8 thermal images. The LST gradients derived from transect analysis are found consistently similar for combinations of two LST algorithms (MW and SC) and the two emissivity estimation algorithms (MAoE and NDVITHM). LSTs derived from SW algorithms using band 10 have the highest mean values, while the SC algorithms have moderate mean values and the MW algorithms have the lowest values. Standard deviations of estimated LST from MAoE are smaller compared with NDVITHM methods, SC retrieval algorithm with MAoE has the smallest standard deviation, and NDVITHM temperature estimation could be more impacted by different land use land cover types.",10.1016/j.landurbplan.2018.07.010,0169-2046,1872-6062,ISI:000444927200006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000356743800014,article,"Li, Shujuan and Yang, Bo",n,Introducing a new method for assessing spatially explicit processes of landscape fragmentation,ECOLOGICAL INDICATORS,2015,56,116-124,SEP,"Landscape fragmentation is commonly defined as having five distinct phases (perforation, dissection, subdivision, shrinkage, and attrition). Previous studies focus on using landscape pattern metrics to interpret the phase of the landscape. A critical but underinvestigated aspect is that these five phases are also spatially explicit processes. This study proposes a new method to map and measure the different spatially explicit processes of landscape fragmentation. Unlike previous studies that are based on landscape pattern metrics, this current study measures landscape change directly. The new method is applied to Bao'an District in Shenzhen, China, to investigate forest land fragmentation under rapid urbanization. Landsat data were used to map the land use distributions from 1978 to 2009. Results show that different spatial processes occur simultaneously throughout the study area as well as in different study periods of forest fragmentation. Shrinkage was the dominant spatial process in the early period. In the later period, subdivision played a more important role, followed by attrition. Interestingly, urban land was not the leading land use that directly encroached on forest land, as many other studies have shown. Instead, forest land was first converted to orchard land, and orchard land was converted to urban land. The study contributes to Forman's general model of spatially explicit processes of landscape fragmentation and holds implications for urban planning policy and practice. The study concludes that the new method is effective in understanding and assessing forest land fragmentation, especially in the context of rapid urbanization. (C) 2015 Elsevier Ltd. All rights reserved.",10.1016/j.ecolind.2015.03.031,1470-160X,1872-7034,ISI:000356743800014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000290030701057,inproceedings,"Levin, N. and McAlpine, C. and Phinn, S. and Price, B. and Pullar, D. and Law, B. S. and Kavanagh, R. P.",n,Moving from Discrete to Continuous Landscape Metrics Using Remote Sensing: The Ecological Significance of Paddock Trees for Bird Richness,NA,2007,NA,1342-1348,NA,"Isolated trees and small patches of trees - paddock trees - are very common within the agricultural landscapes of Southern Australia. These paddock trees potentially represent important natural habitat elements within the agricultural matrix for a variety of fauna, in particular birds. However, the numbers of paddock trees are declining rapidly in many areas which threaten the biodiversity values of these landscapes. To study the importance of these trees for bird species richness (sampled in 120 sites), we mapped isolated trees and forest cover from Landsat7 and SPOT 5 images using a combination of the normalized difference vegetation index (NDVI), spatial filtering and threshold values. The results of the isolated trees map were verified visually using measures of omission and commission based on a high resolution (2.5m) pseudo natural colour SPOT image on which individual trees could be clearly distinguished. A high level of accuracy (80\%-90\%) was achieved in deriving a layer of trees represented as point objects in areas with low-medium tree cover. The overall percent cover of isolated trees and forests as mapped from the combined map of isolated trees and the classified Landsat image explained 60\% of the variability of the foliage projective cover (FPC) as digitized from the high resolution (2.5m) SPOT images. Various discrete and continuous landscape metrics were calculated based on the tree and forest mapping. These included traditional landscape metrics available within Fragstats software, as well as continuous landscape metrics which were based on spatial filtering and distance from and within patches. The relevance of both types of metrics for bird richness was analysed according to functional groups of birds (woodland and non-woodland). Remotely sensed forest cover at spatial scales between 0.03 and 0.28 km(2) was found to explain almost 50\% of the variability in overall bird richness and 60\% of the variability in woodland bird richness. However, paddock trees and small patches of trees or forest did not contribute to the explanation of the spatial variability in overall avian richness. The work provides a novel approach to investigating the ecological relevance of small and isolated landscape features, such as paddock trees, for bird species richness. [}GRAPHICS] .",NA,NA,NA,ISI:000290030701057,NA,NA,"Price, Bronwyn/0000-0003-3555-2588 Phinn, Stuart/0000-0002-2605-6104 Law, Bradley/0000-0002-3991-3865","Price, Bronwyn/L-3538-2013 McAlpine, Clive/A-3907-2010 ","International Congress on Modelling and Simulation (MODSIM07), Christchurch, NEW ZEALAND, DEC 10-13, 2007",Lincoln Univ; HEMA Consulting Pty Ltd; Modelling and Simulat Soc Australia \& New Zealand (MSSANZ); Univ Canterbury; SGI; Lincoln Ventures Ltd; Hoare Res Software Ltd; IMACS; IEMSS; Environm Modelling \& Software; IBM,"Oxley, L and Kulasiri, D","MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: LAND, WATER AND ENVIRONMENTAL MANAGEMENT: INTEGRATED SYSTEMS FOR SUSTAINABILITY",NA,978-0-9758400-4-7,NA,NA,NA,NA,NA
X.ISI.000301443200008,article,"Leroy, Boris and Petillon, Julien and Gallon, Regis and Canard, Alain and Ysnel, Frederic",n,Improving occurrence-based rarity metrics in conservation studies by including multiple rarity cut-off points,INSECT CONSERVATION AND DIVERSITY,2012,5,159-168,MAR,". 1. This study aims to develop a new method for assigning rarity weights to species in evaluations of the relative rarity of arthropod assemblages in conservation/monitoring studies. 2. A flexible characteristic was included in the rarity weighting method by introducing the possibility of fitting the method to a rarity cut-off point defined as the threshold of occurrence below which species are considered as being rare. This allows calculation of a rarity metric (index of relative rarity IRR) with multiple rarity cut-off points. 3. The proposed weighting method was used and compared with three previously proposed methods in a theoretical analysis. IRR values were then calculated for spider assemblages of a National Nature Reserve in France. Two methods of rankings were proposed: a local ranking between sites of the Nature Reserve, and a regional ranking in comparison to a reference database. 4. The proposed weighting method consistently weighted species according to the chosen rarity cut-offs. Species weights were less biased toward common species and rare species weights were less dispersed than with previous methods. Assemblages were consistently ranked according to the rarity of spiders in each assemblage. The index showed different patterns of rarity in assemblages which could not be detected by previous rarity metrics. 5. This method provides an improved understanding of assemblage rarity patterns relative to previous methods and can be consistently applied to other arthropod taxa in other geographic area and/ or spatial scales.",10.1111/j.1752-4598.2011.00148.x,1752-458X,NA,ISI:000301443200008,2,NA,"Leroy, Boris/0000-0002-7686-4302 Petillon, Julien/0000-0002-7611-5133","Leroy, Boris/G-4076-2013 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000357548300002,article,"Lechner, Alex M. and Doerr, Veronica and Harris, Rebecca M. B. and Doerr, Erik and Lefroy, Edward C.",n,A framework for incorporating fine-scale dispersal behaviour into biodiversity conservation planning,LANDSCAPE AND URBAN PLANNING,2015,141,23-Nov,SEP,"Fine-scale landscape features such as scattered trees are increasingly thought to be critical for dispersal, and need to be considered in connectivity modelling and planning. Yet existing modelling approaches struggle to adequately take fine-scale features and threshold dynamics of dispersal behaviour into account, in part because of computational limitations. We present a framework for modelling connectivity at fine spatial resolutions over large spatial extents. Our framework involves a novel approach to characterising fine-scale dispersal behaviour within the context of existing modelling methods, and uses key parameters of dispersal behaviour to link models and their interpretation at multiple scales. We address computational limitations by creating a gap-crossing threshold layer, which identifies areas where dispersal is possible because of the presence and spacing of fine-scale connectivity elements. This layer is combined with a dispersal-cost layer within a graph-network analysis to identify the optimal least-cost path between patches. Graph metrics are used to assess the importance of specific patches at the regional-scale and to describe connectivity for the whole landscape. A local-scale connectivity model using the Circuitscape software complements the regional analysis outputs by considering all possible pathways across a landscape simultaneously rather than a single least-cost path. The framework was designed specifically to be applied by land use planners who need to quantify the impacts of property development on fine-scale connectivity, yet need to assess implications at the regional scale. We demonstrate the framework by applying it in the Lower Hunter region, Australia. (C) 2015 Elsevier B.V. All rights reserved.",10.1016/j.landurbplan.2015.04.008,0169-2046,1872-6062,ISI:000357548300002,NA,NA,"Doerr, Veronica/0000-0003-4330-4576 Doerr, Erik/0000-0003-4511-9972 Harris, Rebecca/0000-0002-6426-2179 Lechner, Alex/0000-0003-2050-9480 Lefroy, Edward/0000-0002-3164-8948","Doerr, Veronica/A-2150-2011 Doerr, Erik/A-9797-2011 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000282071800019,article,"Lawn, Philip and Clarke, Matthew",n,The end of economic growth? A contracting threshold hypothesis,ECOLOGICAL ECONOMICS,2010,69,2213-2223,15-Sep,"This paper argues that GDP growth in both developed and developing countries has associated costs that can outweigh the benefits and thus reduce sustainable well-being. This conclusion is based upon the findings of empirical applications of the Genuine Progress Indicator (GPI) to a range of countries in the Asia-Pacific region. The studies conducted on seven Asia-Pacific countries indicate that, in the case of five of the seven nations, more recent GDP growth has reduced the sustainable well-being experienced by the average citizen residing within them. Moreover, the threshold point at which the costs of GDP growth outweigh the benefits appears to be contracting (i.e., occurring at a much lower per capita level of GDP). This paper therefore introduces a new contracting threshold hypothesis: as the economies of the Asia-Pacific region and the world collectively expand in a globalised economic environment, there is a contraction over time in the threshold level of per capita GDP. As a consequence, the threshold point confronting growth late-comers (i.e., developing countries) occurs at a much lower level of sustainable welfare than what wealthy nations currently enjoy. The consequences of this for developing countries are clearly significant and require a new approach to economic development. (C) 2010 Published by Elsevier B.V.",10.1016/j.ecolecon.2010.06.007,0921-8009,NA,ISI:000282071800019,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000078534700038,inproceedings,"Lasaponara, R and Cuomo, V and Tramutoli, V",n,Fire-detection by AVHRR: toward a new approach for operational monitoring,NA,1998,3499,348-358,NA,"The most commonly used fire detection methods based on AVHRR (Advanced Very High Resolution Radiometer aboard NOAA satellites) observations have been applied, in this work, to the Italian Peninsula, in order to assess their effectiveness and robustness in an operational scheme for fire monitoring in different areas. The analysis developed so far shows that unsuccessful results obtained from existing detection methods mainly depend on the use of generalised, fixed threshold values, in the fire-detection tests. A new fire-detection technique, based on the most general RAT(1) (Robust AVHRR Technique) approach, is proposed in this work. It seems able to joins good performances, typically associated with techniques based on locally tuned thresholds, with high operational exportability, achieved by an automated implementation scheme completely based on AVHRR data at hands. Improvements achievable by using this new approach over the Italian Peninsula, have been evaluated (for several forest-fire events and different observational conditions) by comparison with the historical records of the Italian Forestry Service.",10.1117/12.332769,0277-786X,NA,ISI:000078534700038,NA,NA,"Tramutoli, Valerio/0000-0003-3875-7909","Tramutoli, Valerio/E-6706-2011","Conference on Remote Sensing for Agriculture, Ecosystems, and Hydrology, BARCELONA, SPAIN, SEP 22-24, 1998",CNR; NASA; EOS; Commiss European Communities; SPIE - Int Soc Opt Engn,"Engman, ET","REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY",Proceedings of SPIE-The International Society for Optical Engineering,0-8194-2958-9,NA,NA,NA,NA,NA
X.ISI.000433987100001,article,"Lakhiar, Imran Ali and Gao, Jianmin and Syed, Tabinda Naz and Chandio, Farman Ali and Buttar, Noman Ali",n,Modern plant cultivation technologies in agriculture under controlled environment: a review on aeroponics,JOURNAL OF PLANT INTERACTIONS,2018,13,338-352,30-May,"This review paper describes a novel approach to plant cultivation under soil-less culture. At present, global climate change is expected to raise the risk of frequent drought. Agriculture is in a phase of major change around the world and dealing with serious problems. In future, it would be difficult task to provide a fresh and clean food supply for the fast-growing population using traditional agriculture. Under such circumstances, the soil-less cultivation is the alternative technology to adapt effectively. The soil-less system associated with the Hydroponic and Aeroponics system. In the aeroponics system, plant roots are hanging in the artificially provided plastic holder and foam material replacement of the soil under controlled conditions. The roots are allowed to dangle freely and openly in the air. However, the nutrient rich-water deliver with atomization nozzles. The nozzles create a fine spray mist of different droplet size at intermittently or continuously. This review concludes that aeroponics system is considered the best plant growing method for food security and sustainable development. The system has shown some promising returns in various countries and recommended as the most efficient, useful, significant, economical and convenient plant growing system then soil and other soil-less methods.",10.1080/17429145.2018.1472308,1742-9145,1742-9153,ISI:000433987100001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000408234300006,article,"Kujanova, Katerina and Matouskova, Milada",n,"Identification of hydromorphological reference sites using the new REFCON method, with an application to rivers in the Czech Republic",ECOHYDROLOGY \& HYDROBIOLOGY,2017,17,235-245,JUL,"This paper presents a new approach to establishing reference sites and determining hydromorphological characteristics for establishing type-specific hydromorphological reference conditions for rivers in the Czech Republic - the REFCON method - as well as its application. This method is based on hydromorphological river types. Using available maps and field surveys, it determines potential reference sites for establishing reference conditions, and subsequently, on the basis of an assessment of anthropogenic impacts using set criteria, it identifies stream reference sites. Reference sites and river types are validated using field survey data. This method also identifies characteristics of channel pattern, flow, riverbed structures, sediment, and variability of cross-sectional profiles used for establishing type-specific hydromorphological reference conditions. Reference conditions can be expressed using threshold values of individual characteristics (e.g., channel slope, entrenchment ratio, specific stream power); they can also be described qualitatively, that is, verbally (e.g., channel pattern, valley type). Nonetheless, reference conditions are always an expression of a set of characteristics or conditions that should be valid for a given river type. One of the expected results of applying this method is the creation of a reference site database for assessing hydromorphological status of streams. This database will serve for proposing stream restoration measures and also as a database of stream sections in need of protection from potential human impact. (C) 2017 European Regional Centre for Ecohydrology of the Polish Academy of Sciences. Published by Elsevier Sp. zo.o. All rights reserved.",10.1016/j.ecohyd.2017.06.002,1642-3593,2080-3397,ISI:000408234300006,3,NA,"Kujanova, Katerina/0000-0001-8547-9011","Kujanova, Katerina/D-5659-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000301706800014,article,"Krebs, Justin M. and Bell, Susan S.",n,Risk of predation reflects variation in the reproductive strategy of a dominant forage fish in mangrove tidal tributaries,OECOLOGIA,2012,168,737-748,MAR,"The role of predators in shaping prey life histories is a central theme in the ecological literature. However, the association between degree of predation risk and prey reproductive strategies has not been clearly established. We examined reproduction in the sailfin molly (Poecilia latipinna) from small tidal tributaries in a subtropical estuary. Our results revealed a gradient along which females produced many, small offspring at one extreme (mean = 42 offspring, 17 mg each) and fewer, larger offspring at the other (24 offspring, 29 mg each). Reproductive allotment ranged from 14.9-21.5\% of maternal biomass. Based on our observation of divergent reproductive strategies, we experimentally tested the null hypothesis of no difference in predation risk among tributaries using a novel quantitative approach to estimate predation. We predicted greater risk in tributaries where mollies produced many, small offspring. Tethering confirmed increasing risk from 16.2 +/- 5.3\% SE to 54.7 +/- 3.6\% fish lost h(-1) across sites in agreement with observed variation in reproduction. Predation was unexpectedly higher than predicted at one of the four sites suggesting that additional factors (e.g., food) had influenced reproduction there. Our results provide insight into the well-studied concept of predator-mediated variation in prey reproduction by quantitatively demonstrating differential risk for mollies exhibiting divergent reproductive strategies. While the observed range of variation in reproductive traits was consistent with previous studies reporting strong predator effects, higher than expected predation in one case may suggest that the prey response does not follow a continuous trajectory of incremental change with increasing predation risk, but may be better defined as a threshold beyond which a significant shift in reproductive strategy occurs.",10.1007/s00442-011-2117-7,0029-8549,1432-1939,ISI:000301706800014,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000298609700015,article,"Kovaleva, V. Yu. and Efimov, V. M. and Galaktionov, Yu. K. and Nazarova, C. C.",n,Inherited Phenotypic Changes in the Population Dynamics of Water Vole (Arvicola terrestris L.) in Northern Baraba,CONTEMPORARY PROBLEMS OF ECOLOGY,2011,4,440-443,AUG,A new method of studying genetic factors in phenotypical variability of rodents is applied for the cycling population of water vole (Arvicola terrestris L.) in Northern Baraba. The components of the maximum additive heritability are found via the correlations ``parent-offspring{''} in vivarium population. The interannual phenotypical variability of natural rodent populations is studied in the space of these components. It is shown that radical genetic restructuring in the population takes place in the phase of low density. The genetic specificity of different cycles of vole population dynamics is confirmed as well. The changes of common animals sizes associated with population dynamics are determined by heterozygosity effects.,10.1134/S1995425511040151,1995-4255,NA,ISI:000298609700015,4,NA,"Efimov, Vadim/0000-0003-3035-8049 Nazarova, Galina/0000-0001-8067-7596","Efimov, Vadim/K-5806-2012 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000344153200001,article,"Klingberg, J. and Engardt, M. and Karlsson, P. E. and Langner, J. and Pleijel, H.",n,Declining ozone exposure of European vegetation under climate change and reduced precursor emissions,BIOGEOSCIENCES,2014,11,5269-5283,NA,"The impacts of changes in ozone precursor emissions as well as climate change on the future ozone exposure of the vegetation in Europe were investigated. The ozone exposure is expressed as AOT40 (Accumulated exposure Over a Threshold of 40 ppb O-3) as well as PODY (Phytotoxic Ozone Dose above a threshold Y). A new method is suggested to express how the length of the period during the year when coniferous and evergreen trees are sensitive to ozone might be affected by climate change. Ozone precursor emission changes from the RCP4.5 scenario were combined with climate simulations based on the IPCC SRES A1B scenario and used as input to the Eulerian Chemistry Transport Model MATCH from which projections of ozone concentrations were derived. The ozone exposure of vegetation over Europe expressed as AOT40 was projected to be substantially reduced between the periods 1990-2009 and 2040-2059 to levels which are well below critical levels used for vegetation in the EU directive 2008/50/EC as well as for crops and forests used in the LRTAP convention, despite that the future climate resulted in prolonged yearly ozone sensitive periods. The reduction in AOT40 was mainly driven by the emission reductions, not changes in the climate. For the toxicologically more relevant POD1 index the projected reductions were smaller, but still significant. The values for POD1 for the time period 2040-2059 were not projected to decrease to levels which are below critical levels for forest trees, represented by Norway spruce. This study shows that substantial reductions of ozone precursor emissions have the potential to strongly reduce the future risk for ozone effects on the European vegetation, even if concurrent climate change promotes ozone formation.",10.5194/bg-11-5269-2014,1726-4170,1726-4189,ISI:000344153200001,19,NA,"Pleijel, Hakan/0000-0002-6975-5984 Klingberg, Jenny/0000-0001-7081-2782","Pleijel, Hakan/C-9724-2010 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.A1997XP52100011,article,"Kimber, I and Basketter, DA",n,Contact sensitization: A new approach to risk assessment,HUMAN AND ECOLOGICAL RISK ASSESSMENT,1997,3,385-395,JUL,"The murine local lymph node assay is a novel predictive test for the identification of skin sensitizing chemicals. The method measures sensitization potential of a chemical in mice as a function of proliferative activity induced in lymph nodes draining the site of topical exposure to that test chemical. Here we describe the use of the local lymph node assay for evaluation of the relative potency of skin sensitizing chemicals via derivation of the concentration required to produce a threshold positive reaction. Subsequently, the development of risk assessments based on comparisons with index contact allergens is outlined.",10.1080/10807039709383695,1080-7039,NA,ISI:A1997XP52100011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000258001200004,article,"Kamo, Masashi and Naito, Wataru",n,A novel approach to determining a population-level threshold in ecological risk assessment: A case study of zinc,HUMAN AND ECOLOGICAL RISK ASSESSMENT,2008,14,714-727,NA,"A novel approach to population-level assessment was applied in order to demonstrate its utility in estimating and managing the risk of zinc in a water environment. Much attention has been paid to population-level risk assessment, but there have been no attempts to determine a safe population-level concentration as an environmental criterion. Based on the published results of toxicity tests for various species, we first theoretically derived a threshold concentration at which a population size is unchanged due to the adverse effects of zinc exposure. To derive a zinc concentration that will protect populations in natural environments, we adopted the concept of species sensitivity distribution. Assuming the threshold concentrations of a set of species are log-normally distributed, we calculated the 95\% protection level of zinc (PHC5 :population-level hazardous concentration of 5\% of species), which is 107 mu g/L. Meanwhile, the 95\% protection criterion (HC5) based on conventional individual-level chronic toxicity, was calculated to be 14.6 mu g/L. The environmentally safe concentration for a population-level endpoint is about 7 times greater than that for an individual-level endpoint. The proposed method provides guidance for a pragmatic approach to population-level ecological risk assessment and the management of chemicals.",10.1080/10807030802235110,1080-7039,1549-7860,ISI:000258001200004,4,NA,"Kamo, Masashi/0000-0002-6972-3333 Naito, Wataru/0000-0003-2064-7170","Kamo, Masashi/C-6049-2015 Naito, Wataru/M-1928-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.A1997BH23T00022,inproceedings,"Jensen, M",n,Moisture content controls the effectiveness of dormancy breakage in Abies nordmanniana (Steven) spach seeds,NA,1997,30,181-190,NA,"In an attempt to overcome the lack of control of germination during traditional prechilling of Abies nordmanniana seeds, an investigation on the effect of reduced seed moisture content (m.c.) on the rate of dormancy breakage and radicle protrusion was carried out. Reduced m.c. delayed radicle protrusion and reduced the fraction of germinated seeds. At 33\% m.c, fresh weight basis (f.w) no radicle protrusion was seen even after a prolonged period at +4 degrees C. Germination capacity (GC), and mean time to germination (MGT), were calculated from seeds prechilled at eight m.c, levels for different durations and then germinated at 25 degrees C. Reduced m.c, resulted in a decrease in the rate of dormancy breaking, quantified as a lower increase in GC or lower reduction in MGT during the first weeks of prechilling, The critical lower m.c. threshold for dormancy breaking was around 23\%. Combining the results it was concluded that prechilling of Abies nordmanniana seeds at a controlled m.c. of 33\% allowed the release of dormancy in all seeds in the seedlot without any germination during the prechilling treatment. By introducing a higher degree of control the new method means improved germination capacity and an easier and more reliable dormancy breaking method.",NA,NA,NA,ISI:A1997BH23T00022,NA,NA,NA,NA,"5th International Workshop on Seeds, UNIV READING, READING, ENGLAND, SEP 15, 1995","Annals Bot Co; CABI; Univ Reading, Dept Agr; Elsoms Seeds; Gatsby Fdn; Germains; Hilleshog; Int Sci Fdn; Kluwer Acad Publ; Marcel Dekker; Maribo Seed; PBI; Royal Soc; Sharpes Int Seeds; Zeneca Seeds","Ellis, RH and Black, M and Murdoch, AJ and Hong, TD",BASIC AND APPLIED ASPECTS OF SEED BIOLOGY,CURRENT PLANT SCIENCE AND BIOTECHNOLOGY IN AGRICULTURE,0-7923-4363-8,NA,NA,NA,NA,NA
X.ISI.000315428400002,article,"Hossjer, Ola and Jorde, Per Erik and Ryman, Nils",n,Quasi equilibrium approximations of the fixation index under neutrality: The finite and infinite island models,THEORETICAL POPULATION BIOLOGY,2013,84,24-Sep,MAR,"The fixation index F-ST and the coefficient of gene differentiation G(ST) are analyzed for the finite island model under short time spans, ignoring mutations. Dividing the reproduction cycle into the three steps - gamete formation, fertilization, and migration - we develop a new approach for computing quasi equilibrium formulas for F-ST (and G(ST)). Our formulas generalize earlier ones and reveal that the equilibrium value of F-ST is influenced not only by the migration rate and local effective population size, N-e, but also by the local census size N, particularly so when the migration rate is high. The order of migration and fertilization is found to have a smaller effect on F-ST. A major advantage compared to previous approaches is that stochastic allele frequency of migrants is easily accommodated, thereby avoiding underestimation of F-ST for large migration rates. (C) 2012 Elsevier Inc. All rights reserved.",10.1016/j.tpb.2012.11.005,0040-5809,1096-0325,ISI:000315428400002,NA,NA,"Jorde, Per Erik/0000-0001-5515-7257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000305863000001,article,"Horn, S. and Raabe, A. and Will, H. and Tackenberg, O.",n,TurbSeed-A model for wind dispersal of seeds in turbulent currents based on publicly available climate data,ECOLOGICAL MODELLING,2012,237,10-Jan,10-Jul,"A numerical model (TurbSeed) is described which calculates explicitly the dispersal of plant seeds by wind, especially the fraction of seeds, which are transported more than 100 m starting at the inflorescence. Such rare events are called here long-distance dispersal. The framework of TurbSeed includes three main modules: (1) A turbulence model (TM) for a specified location and time period using meteorological parameters from publicly available mesoscale weather models or simulated climate data. (2) A Lagrangian model (LM) which calculates the seed transport in the turbulent boundary layer and (3) A module which considers the effect of weather conditions on release of seeds (RS). In this approach the turbulent field is prescribed by a coarse wind field derived from the mesoscale climate simulations superimposed by a random velocity component. Similar approaches are known as Eulerian-Lagrangian approaches.The main difference in this new approach (TM) lies in the construction of the turbulent structure of the wind field. The introduction of such a random velocity component uses the Monin-Obukhov similarity theory. An inverse random phase Fast-Fourier-Transformation reconstructs the time structure of turbulence using a parameterized power spectrum of turbulence which is accepted as standard in micro meteorology. In the LM module Monte-Carlo-Simulations for numerous trajectories are used to incorporate the effects of turbulence. The RS module takes into account various conditions of release of plant seeds, such as the date of maturity of the seeds and the effect of wind speed on the release of seeds. This model can be driven not only with data from observed weather conditions, but also with output of mesoscale climate scenarios. Thus. TurbSeed can study the effect of climate change on wind dispersal of seeds. (C) 2012 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2012.04.009,0304-3800,NA,ISI:000305863000001,NA,NA,"Tackenberg, Oliver/0000-0001-6717-7474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000225357600014,article,"Hoffman, EA and Schueler, FW and Blouin, MS",n,"Effective population sizes and temporal stability of genetic structure in Rana pipiens, the northern leopard frog",EVOLUTION,2004,58,2536-2545,NOV,"Although studies of population genetic structure are very common, whether genetic structure is stable over time has been assessed for very few taxa. The question of stability over time is particularly interesting for frogs because it is not clear to what extent frogs exist in dynamic metapopulations with frequent extinction and recolonization, or in stable patches at equilibrium between drift and gene flow. In this study we collected tissue samples from the same five populations of leopard frogs, Rana pipiens, over a 22-30 year time interval (11-15 generations). Genetic structure among the populations was very stable, suggesting that these populations were not undergoing frequent extinction and colonization. We also estimated the effective size of each population from the change in allele frequencies over time. There exist few estimates of effective size for frog populations, but the data available suggest that ranid frogs may have much larger ratios of effective size (N-e) to census size (N-c) than toads (bufonidae). Our results indicate that R. pipiens populations have effective sizes on the order of hundreds to at most a few thousand frogs, and N-e/N-c ratios in the range of 0.1-1.0. These estimates of N-e/N-c are consistent with those estimated for other Rana species. Finally, we compared the results of three temporal methods for estimating N-e. Moment and pseudolikelihood methods that assume a closed population gave the most similar point estimates, although the moment estimates were consistently two to four times larger. Wang and Whitlock's new method that jointly estimates N-e and the rate of immigration into a population (m) gave much smaller estimates of N-e and implausibly large estimates of m. This method requires knowing allele frequencies in the source of immigrants, but was thought to be insensitive to inexact estimates. In our case the method may have failed because we did not know the true source of immigrants for each population. The method may be more sensitive to choice of source frequencies than was previously appreciated, and so should be used with caution if the most likely source of immigrants cannot be identified clearly.",NA,0014-3820,NA,ISI:000225357600014,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
