label,type,author,title,journal,year,volume,number,month,keep_yn,abstract,doi,article.number,issn,eissn,unique.id,pages,orcid.numbers,researcherid.numbers,note,editor,booktitle,series,organization,isbn,book.author
X.ISI.000349882300008,article,"Lai, Shu-mei and Liu, Wei-chung and Jordan, Ferenc",A trophic overlap-based measure for species uniqueness in ecological networks,ECOLOGICAL MODELLING,2015,299,NA,10-Mar,n,"Species importance is often defined by how central the role a species plays in a food web. Here we argue that species importance should also incorporate the concept of uniqueness of its network position. By developing a previous methodology, we propose a new approach for species uniqueness. Our methodology quantifies the interaction structure of species, separates strong and weak interactors in a threshold-dependent way and measures the similarity of strong interactors' identity for pairs of species. By exploring various threshold values systematically, the profile of a species' trophic overlap can be constructed. Summing up the extent of trophic overlap across the whole profile for a species, we then obtain a new measure for species uniqueness. A unique species should overlap less with other species and therefore has a low value for this new measure. We demonstrate our methodology by using the food web representation of Prince Williams Sound ecosystem. Drastic differences between our new result and that derived from the previous approach are found. We further compare the result with other network indices and found that the information generated from our new approach differs from the majority others. This in turn implies our approach offer an alternative view on species importance that may complement the existing methodologies in the literature. (C) 2014 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2014.12.014,NA,0304-3800,1872-7026,ISI:000349882300008,95-101,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000349504100009,article,"Srinivasan, Venkatraman and Kumar, Praveen",Emergent and divergent resilience behavior in catastrophic shift systems,ECOLOGICAL MODELLING,2015,298,SI,24-Feb,n,"Resilience in dynamic ecological systems has been intuitively associated with the ability to withstand disturbances in system drivers represented as shocks. Typically shocks are characterized as instantaneous, and isolated non-interacting events with the system dynamics corresponding to a fixed potential well. However, ecological systems are subject to continuous variation in environmental drivers such as rainfall, temperature, etc. and these interact with the ecosystem dynamics to alter the potential well. These variations are typically represented as a stochastic process. Furthermore, with climate change, the stochastic characteristics of the environmental drivers also change, thereby impacting the well dynamics. To characterize the resilience behavior under continuous variation in system drivers, and contrast it with that subject to instantaneous shock in system drivers, we employ the canonical catastrophic shift system as an example, and demonstrate emergent and contrasting divergent resilience behavior of the measures as the properties of the system-driver couple change. These behaviors include variability induced stabilization or enhancement of dynamic regimes, regions of sensitivity to dynamic regime transitions and existence of trap or escape regions. Furthermore, we introduce the concept of iso-resilience curves which are employed to design travel paths in resilience landscapes. These results provide valuable insights for managing resilience attributes associated with dynamic regime transitions in catastrophic shift systems under instantaneous shock and continuous variability in system drivers. (C) 2013 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2013.12.003,NA,0304-3800,1872-7026,ISI:000349504100009,87-105,"Kumar, Praveen/0000-0002-4787-0308 Srinivasan, Venkatraman/0000-0003-4586-8893","Kumar, Praveen/D-2036-2010 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000349446900005,article,"Souto-Maior, Caetano and Lopes, Joao S. and Gjini, Erida and Struchiner, Claudio J. and Teixeira, Luis and Gomes, M. Gabriela M.",Heterogeneity in symbiotic effects facilitates Wolbachia establishment in insect populations,THEORETICAL ECOLOGY,2015,8,1,FEB,n,"Facultative vertically transmitted bacterial symbionts often manipulate its host's reproductive biology and thus facilitate their persistence. Wolbachia is one such symbiont where frequency-dependent reproductive benefits are opposed by frequency-independent fitness costs leading to bistable dynamics. Introduction of carriers does not assure invasion unless the initial frequency is above a threshold determined by the balance of costs and benefits. Recent laboratory experiments have uncovered that Wolbachia also protects their hosts from pathogens. The expected consequence of this phenotype in natural environments is to lower the invasion threshold by a factor that increases with the extent of pathogen exposure. Here, we introduce a series of mathematical models to address how pathogen protection affects Wolbachia invasion. First, under homogeneous symbiotic effects, we obtain an analytical expression for the invasion threshold in terms of pathogen exposure, and find a regime where symbiont releases may result in elimination of the entire host population provided that abundance of virulent pathogens is high. Second, we distribute Wolbachia effects such that some carriers are totally protected and others not at all, and explore how this interplays with different pathogen intensities, to conclude that heterogeneity further lowers the threshold for Wolbachia invasion. Third, we replicate the analysis using a realistic distribution of protective effects and confirm that heterogeneity increases system resilience by reducing the odds of population collapse.",10.1007/s12080-014-0235-7,NA,1874-1738,1874-1746,ISI:000349446900005,53-65,"Struchiner, Claudio/0000-0003-2114-847X Gomes, Gabriela/0000-0002-1454-4979 Teixeira, Luis/0000-0001-8326-6645 Souto-Maior, Caetano/0000-0002-0271-2576 Lopes, Joao/0000-0001-5670-2069 Gjini, Erida/0000-0002-0493-3102","Struchiner, Claudio/M-9360-2013 Gomes, Gabriela/H-7218-2014 Teixeira, Luis/H-6106-2013 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000348900200014,article,"Goetz, T. and Janik, V. M.",Target-specific acoustic predator deterrence in the marine environment,ANIMAL CONSERVATION,2015,18,1,FEB,n,"Acoustic deterrent devices (ADDs) have often been considered a benign solution to managing pinniped predation. However, ADDs have also been highlighted as a conservation concern since they can inflict large-scale habitat exclusion in toothed whales (odontocetes). We tested a new method that selectively inflicted startle responses in harbour seals (Phoca vitulina) at close ranges to the loudspeaker but not in a non-target species, the harbour porpoise (Phocoena phocoena), by using a frequency range where porpoise hearing was less sensitive than that of phocid seals. The sound exposure consisted of isolated 200ms long, 2-3 octave-band noise pulses with a peak frequency of 1kHz, which were presented at a source level of approximate to 180dB re 1Pa. Field tests were carried out within a 2-month period on a fish farm on the west coast of Scotland where marine mammal behaviour was observed within three distance categories. Seal numbers dropped sharply during sound exposure compared with control observation periods within 250m of the sound source but were unaffected at distances further away from the farm. A Poisson regression model revealed that the number of seal tracks within 250m of the device decreased by approximate to 91\% during sound exposure and was primarily influenced by sound exposure with no evidence for a change in the effect of treatment such as habituation, throughout the experiment. In contrast to seals, there was no shift in the number of porpoise groups in each distance category as a result of sound exposure and porpoises were regularly seen close to the device. We also sighted six common minke whales during sound exposure while only one was seen during control periods. Our data demonstrate that the startle method can be used to selectively deter seals without affecting porpoises.",10.1111/acv.12141,NA,1367-9430,1469-1795,ISI:000348900200014,102-111,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000336828500013,article,"Li, Yangfan and Shi, Yalou and Qureshi, Salman and Bruns, Antje and Zhu, Xiaodong",Applying the concept of spatial resilience to socio-ecological systems in the urban wetland interface,ECOLOGICAL INDICATORS,2014,42,SI,JUL,n,"Resilient socio-ecological systems (SESs) can handle negative environmental changes well without regime shifts. In this study, we introduce the concept of spatial resilience and apply it to the assessment, planning, and ecosystem-based management of the urban wetland interface in the Taihu Lake watershed in China. From the assumption that spatial indicators in patterns and processes affect SES resilience, spatial resilience in this case focuses on the importance of ecological sensitivity, water quality, and vegetation cover. We consider two criteria in this study, protection and recovery, which are further categorized into general and specific types, to examine four resilience scenarios, namely, key protection, general protection, general recovery, and key recovery. Spatial resilience is assessed with an indicator-based system, multi-criteria evaluation method, and spatial visualization based on a geographic information system (GIS) to create zones. Spatial zonings are evaluated in the context of different degrees of spatial resilience. Results are integrated with indicators of ecological sensitivity, water quality and vegetation cover, are assessed to determine the practical application of spatial resilience. Zoning maps that show water quality, vegetation cover, and corresponding plans are generated on the basis of spatial resilience assessment, social indicators, and the existing administrative region. These maps can be used by authorities in protection or restoration activities for ecological services in wetlands. (C) 2013 Elsevier Ltd. All rights reserved.",10.1016/j.ecolind.2013.09.032,NA,1470-160X,1872-7034,ISI:000336828500013,135-146,"Li, Chengwei/0000-0002-0208-512X","Qureshi, Salman/A-4355-2009 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000337117400015,article,"Parnell, S. and Gottwald, T. R. and Riley, T. and van den Bosch, F.",A generic risk-based surveying method for invading plant pathogens,ECOLOGICAL APPLICATIONS,2014,24,4,JUN,n,"Invasive plant pathogens are increasing with international trade and travel, with damaging environmental and economic consequences. Recent examples include tree diseases such as sudden oak death in the Western United States and ash dieback in Europe. To control an invading pathogen it is crucial that newly infected sites are quickly detected so that measures can be implemented to control the epidemic. However, since sampling resources are often limited, not all locations can be inspected and locations must be prioritized for surveying. Existing approaches to achieve this are often species specific and rely on detailed data collection and parameterization, which is difficult, especially when new arrivals are unanticipated. Consequently regulatory sampling responses are often ad hoc and developed without due consideration of epidemiology, leading to the suboptimal deployment of expensive sampling resources. We introduce a flexible risk-based sampling method that is pathogen generic and enables available information to be utilized to develop epidemiologically informed sampling programs for virtually any biologically relevant plant pathogen. By targeting risk we aim to inform sampling schemes that identify high-impact locations that can be subsequently treated in order to reduce inoculum in the landscape. This ``damage limitation{''} is often the initial management objective following the first discovery of a new invader. Risk at each location is determined by the product of the basic reproductive number (R-0), as a measure of local epidemic size, and the probability of infection. We illustrate how the risk estimates can be used to prioritize a survey by weighting a random sample so that the highest-risk locations have the highest probability of selection. We demonstrate and test the method using a high-quality spatially and temporally resolved data set on Huanglongbing disease (HLB) in Florida, USA. We show that even when available epidemiological information is relatively minimal, the method has strong predictive value and can result in highly effective targeted surveying plans.",10.1890/13-0704.1,NA,1051-0761,1939-5582,ISI:000337117400015,779-790,"parnell, stephen/0000-0002-2625-4557","parnell, stephen/I-7682-2015",NA,NA,NA,NA,NA,NA,NA
X.ISI.000335873000002,article,"Potts, Daniel L. and Barron-Gafford, Greg A. and Jenerette, G. Darrel",Metabolic acceleration quantifies biological systems' ability to up-regulate metabolism in response to episodic resource availability,JOURNAL OF ARID ENVIRONMENTS,2014,104,NA,MAY,n,"Precipitation often arrives discretely in semi-arid ecosystems. Under these conditions, natural selection might favor rapid metabolic responses to the sudden availability of otherwise limiting resources. We introduce and define metabolic acceleration (alpha) as the first derivative of the metabolic rate of a living system with respect to time. As such, alpha describes the capacity of a biological system to up- and down-regulate metabolism and may be applied across scales and processes. To better understand the responses of roots and soil microbes to seasonal patterns of rainfall and plant activity, we compared soil respiratory acceleration (alpha(soil)) derived from soil respiration time-series among three microhabitats (under mesquite, under bunchgrasses, and in intercanopy soils) in a semi-arid shrubland near Tucson, Arizona. Across microhabitats, alpha(soil) was greatest during the warm, wet summer months and lowest during cool winter months. Throughout the year, alpha(soil) beneath mesquite was greater than beneath bunchgrasses or in intercanopy soils. Finally, microhabitat-specific responses of alpha(soil) to spring and monsoonal rainfall events were consistent with seasonal contrasts in the photosynthetic activity of deeply-rooted mesquite shrubs and warm-season bunchgrasses. By quantifying the capacity of living systems to respond to episodic resource availability, metabolic acceleration provides a new perspective and potentially unifying metric for biological responses to environmental heterogeneity. Published by Elsevier Ltd.",10.1016/j.jaridenv.2014.01.018,NA,0140-1963,1095-922X,ISI:000335873000002,16-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000333125700007,article,"Ornik, Melkior",MODELING THE ROLE OF MUTATIONS AND DENSITY INDEPENDENT DISPERSAL IN EVOLUTIONARY RESCUE,JOURNAL OF BIOLOGICAL SYSTEMS,2014,22,1,MAR,n,"Faced with a strong and sudden deterioration of environment, a population encounters two possible options - adapt or perish. In general, it is not known which of those outcomes the environmental changes will lead to. Building on experimental research, we introduce a discrete-space, discrete-time model for environmental rescue based on the influence of population dispersal, as well as, potentially beneficial mutations. Numerical results obtained by the model are shown to correspond well to experimentally obtained data.",10.1142/S0218339014500077,NA,0218-3390,1793-6470,ISI:000333125700007,123-132,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000332324000016,article,"Jacobs, Stephanie J. and Pezza, Alexandre B. and Barras, Vaughan and Bye, John","A new `bio-comfort' perspective for Melbourne based on heat stress, air pollution and pollen",INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,2014,58,"2, SI",MAR,n,"Humans are at risk from exposure to extremes in their environment, yet there is no consistent way to fully quantify and understand the risk when considering more than just meteorological variables. An outdoor `bio-comfort' threshold is defined for Melbourne, Australia using a combination of heat stress, air particulate concentration and grass pollen count, where comfortable conditions imply an ideal range of temperature, humidity and wind speed, acceptable levels of air particulates and a low pollen count. This is a new approach to defining the comfort of human populations. While other works have looked into the separate impacts of different variables, this is the first time that a unified bio-comfort threshold is suggested. Composite maps of surface pressure are used to illustrate the genesis and evolution of the atmospheric structures conducive to an uncomfortable day. When there is an uncomfortable day due to heat stress conditions in Melbourne, there is a high pressure anomaly to the east bringing warm air from the northern interior of Australia. This anomaly is part of a slow moving blocking high originating over the Indian Ocean. Uncomfortable days due to high particulate levels have an approaching cold front. However, for air particulate cases during the cold season there are stable atmospheric conditions enhanced by a blocking high emanating from Australia and linking with the Antarctic continent. Finally, when grass pollen levels are high, there are northerly winds carrying the pollen from rural grass lands to Melbourne, due to a stationary trough of low pressure inland. Analysis into days with multiple types of stress revealed that the atmospheric signals associated with each type of discomfort are present regardless of whether the day is uncomfortable due to one or multiple variables. Therefore, these bio-comfort results are significant because they offer a degree of predictability for future uncomfortable days in Melbourne.",10.1007/s00484-013-0636-0,NA,0020-7128,1432-1254,ISI:000332324000016,263-275,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000335946200001,article,"Wang, Jinliang and Pang, Jingmei and Liu, Xianning",Modelling diseases with relapse and nonlinear incidence of infection: a multi-group epidemic model,JOURNAL OF BIOLOGICAL DYNAMICS,2014,8,1,1-Jan,n,"In this paper, we introduce a basic reproduction number for a multi-group SIR model with general relapse distribution and nonlinear incidence rate. We find that basic reproduction number plays the role of a key threshold in establishing the global dynamics of the model. By means of appropriate Lyapunov functionals, a subtle grouping technique in estimating the derivatives of Lyapunov functionals guided by graph-theoretical approach and LaSalle invariance principle, it is proven that if it is less than or equal to one, the disease-free equilibrium is globally stable and the disease dies out; whereas if it is larger than one, some sufficient condition is obtained in ensuring that there is a unique endemic equilibrium which is globally stable and thus the disease persists in the population. Furthermore, our results suggest that general relapse distribution are not the reason of sustained oscillations. Biologically, our model might be realistic for sexually transmitted diseases, such as Herpes, Condyloma acuminatum, etc.",10.1080/17513758.2014.912682,NA,1751-3758,1751-3766,ISI:000335946200001,99-116,"Liu, Xianning/0000-0001-8527-7698","Liu, Xianning/K-2578-2013",NA,NA,NA,NA,NA,NA,NA
X.ISI.000325030900011,article,"Pellissier, Loic and Espindola, Anahi and Pradervand, Jean-Nicolas and Dubuis, Anne and Pottier, Julien and Ferrier, Simon and Guisan, Antoine",A probabilistic approach to niche-based community models for spatial forecasts of assemblage properties and their uncertainties,JOURNAL OF BIOGEOGRAPHY,2013,40,10,OCT,n,"AimConservation strategies need predictions that capture spatial community composition and structure. Currently, the methods used to generate these predictive maps generally focus on deterministic processes and omit stochasticity and other uncertainty in model outputs. Here we present a novel approach to model the means and variance of assemblage properties. LocationThe western Swiss Alps. MethodsWe propose a new approach to processing probabilistic predictions derived from stacked species distribution models (S-SDMs) in order to predict and assess the uncertainty in predictions of community properties. We compare the utility of our novel approach with that of a traditional threshold-based approach. We used data sampled in 2009 and 2010 from 192 sites in total for mountain butterfly communities spanning a large elevational gradient as a case study and evaluated the ability of our approach to model the species richness and phylogenetic diversity of communities within an ensemble forecasting framework. ResultsOur approach allowed mapping of the variability in species richness and phylogenetic diversity projections, in addition to the mean, for 78 butterfly species. S-SDMs reproduced the observed decrease in phylogenetic diversity and species richness with elevation, a consequence of environmental filtering. The prediction accuracy of community properties varied along environmental gradients: at low elevations, variability was higher for predictions of species richness while it was the opposite for phylogenetic diversity. Main conclusionsThe use of our probabilistic approach to process species distribution model outputs in order to reconstruct communities provides an improved picture of the range of possible assemblage realizations under similar environmental conditions given modelling uncertainty, and helps to inform managers of the usefulness of modelling results.",10.1111/jbi.12140,NA,0305-0270,1365-2699,ISI:000325030900011,1939-1946,"Guisan, Antoine/0000-0002-3998-4815 Pellissier, Loic/0000-0002-2289-8259 Ferrier, Simon/0000-0001-7884-2388","Guisan, Antoine/A-1057-2011 Pellissier, Loic/J-2563-2015 Ferrier, Simon/C-1490-2009",NA,NA,NA,NA,NA,NA,NA
X.ISI.000325459600009,article,"Chesters, Douglas and Yu, Fang and Cao, Huan-Xi and Dai, Qing-Yan and Wu, Qing-Tao and Shi, Weifeng and Zheng, Weimin and Zhu, Chao-Dong",Heuristic optimization for global species clustering of DNA sequence data from multiple loci,METHODS IN ECOLOGY AND EVOLUTION,2013,4,10,OCT,n,"Hierarchical clustering of molecular data is commonly used for estimation of species diversity in all forms of life. Parameters appropriate for species-level clustering are usually derived from reference data and applied for the delineation of sequences of unknown species membership, although it is not clear how this should be carried out in a multilocus scenario. We introduce a novel means of concurrent clustering parameter optimization and delineation for multilocus data. A simulated annealing heuristic search is performed, whereby clustering thresholds are independently varied for each locus, but optimized according to the recovery of expected taxonomic species globally over loci. For each iteration of the search, one or more loci are randomly selected and a different threshold is separately proposed to cluster each, then the loci are linked to form global species units. Where the set of thresholds group the reference (species labelled) data with high taxonomic congruence, they are adopted for clustering of the subject (nonlabelled) sequences into global molecular operational taxonomic units (global MOTU). Four mined test data sets composed of both reference and subject sequences are combined with a newly sequenced three gene Apoidea data set, and subject to the proposed method. Even optimizing four loci and thousands of sequences, the approach rapidly convergences on a set of parameters with maximal optimality score, although the method masks a high degree of incongruence, and does not always converge on a single set of thresholds. For example, of the 476 Apoidea sequences, 70 global MOTU were inferred over the heuristic search, although the number of single gene MOTU were much lower for the 28S RNA locus, and a range of equally optimal clustering thresholds were observed for the CytB gene. We demonstrate the approach as a scalable species delineation solution for heterogeneous data sets composed of incompletely and inconsistently labelled data from public DNA data bases, for newly sequenced multilocus data, or both. The delineation over a heuristic search of clustering parameters facilitates the estimation of species diversity in multilocus data, giving species estimates that take into account uncertainty regarding choice of clustering thresholds.",10.1111/2041-210X.12104,NA,2041-210X,2041-2096,ISI:000325459600009,961-970,"ZHU, Chao-Dong/0000-0002-9347-3178","ZHU, Chao-Dong/E-5961-2011",NA,NA,NA,NA,NA,NA,NA
X.ISI.000326304800006,article,"Skjong, Morten and Naess, Arvid and Naess, Ole Erik Brandrud",Statistics of Extreme Sea Levels for Locations along the Norwegian Coast,JOURNAL OF COASTAL RESEARCH,2013,29,5,SEP,n,"The focus of this article is the problem of estimating long return-period sea levels for locations along the Norwegian coast. For this purpose, a new method for estimating the extreme-value statistics associated with a recorded time series of data is applied. This method, briefly referred to as the Average Conditional Exceedance Rate or ACER method, is presented in some detail. The ACER method provides a statistical representation with error bounds of the actual extreme-value distribution given by the data and is applicable to nonstationary time series as well. The estimated return-level values obtained by the ACER method are compared with the corresponding values obtained by the annual maxima method, the peaks-over-threshold method, and the revised joint-probabilities method. Based on overall performance, the ACER method may be the preferred choice over the other three methods tested.",10.2112/JCOASTRES-D-12-00208.1,NA,0749-0208,1551-5036,ISI:000326304800006,1029-1048,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000320904500004,article,"Ide, Reiko and Oguma, Hiroyuki",A cost-effective monitoring method using digital time-lapse cameras for detecting temporal and spatial variations of snowmelt and vegetation phenology in alpine ecosystems,ECOLOGICAL INFORMATICS,2013,16,NA,JUL,n,"Alpine ecosystems are particularly vulnerable to the effects of climate change. Although long-term and detailed monitoring is required to conserve alpine ecosystems, field surveillance and satellite remote sensing have difficulties in providing wide coverage or frequent observation in mountain areas. In this study, a new method for monitoring alpine ecosystems by digital cameras was developed in order to detect both snow-cover areas and vegetation phenology at the plant community or species level. We used images from cameras that have been installed at mountain lodges in the northern Japanese Alps (at elevations around 2350-3100 m). Red, green, and blue (RGB) digital numbers were derived from each pixel within the images. The snow-cover and snow-free pixels were statistically classified by analysis of variance of gray-level histograms. A flexible threshold was determined for each image to maximize the between-class variance. The temporal variations of the snowmelt rate showed site-specific characteristics and yearly variations. The snowmelt times reflected the local microtopography and differed among the habitats of various functional types of vegetation (i.e., evergreen dwarf pine, deciduous shrubs, evergreen Sasa, tall forbs, and snowbed plants). In addition, the vegetation phenology was quantified by using a vegetation index (green ratio) calculated from RGB digital numbers. An increase in the green ratio indicated the start of the growing period following snowmelt and a decrease indicated leaf senescence. By using pixel-based analysis of the temporal variations of the green ratio, local distributions of the start and end dates and length of the growing period were illustrated at the plant species level for the first time. The distribution of the start of the growing period strongly corresponded to the snowmelt gradient, whereas the end of the growing period was related to the vegetation type. Our results suggest that the length of the growing period mainly corresponded to the snowmelt gradient in relation to the local microtopography. Thus, commercially available digital time-lapse cameras enabled us to clarify the snow vegetation relationships and the growing period at high temporal and spatial resolutions. This monitoring method should greatly improve our understanding of alpine ecosystems and help to assess the influence of future climate change. (C) 2013 Elsevier B.V. All rights reserved.",10.1016/j.ecoinf.2013.04.003,NA,1574-9541,NA,ISI:000320904500004,25-34,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000317943400002,article,"Gaiser, Thomas and Perkons, Ute and Kuepper, Paul Martin and Kautz, Timo and Uteau-Puschmann, Daniel and Ewert, Frank and Enders, Andreas and Krauss, Gunther",Modeling biopore effects on root growth and biomass production on soils with pronounced sub-soil clay accumulation,ECOLOGICAL MODELLING,2013,256,NA,10-May,n,"Soils with subsoil clay accumulation account for more than 20\% of the global land surface. These soils are characterized by vertical differences with respect to soil texture and increasing bulk density below the topsoil, which in turn affects root penetration into the subsoil. Biopores are preferential pathways for roots and assist in overcoming physical barriers like high density soil layers. An integration of these relationships into cropping systems models at the field scale is on-going. This paper presents a new approach to model the effect of biopores on root development in soils with clay accumulation at the plot scale. In this approach, the effect of biopores on root elongation rate depends on bulk density and on a biopore-root growth threshold (MPRT), which is the biopore volume at which the resistance of soil strength to root penetration is completely offset by the density of the biopores. The approach was integrated into a model solution of the model framework SIMPLACE (Scientific Impact assessment and Modeling PLatform for Advanced Crop and Ecosystem management). MPRT was parameterized for spring wheat using the inverse modeling approach based on root observations from a multi-factorial field experiment on a Haplic Luvisol. The observed biopore densities (>2 mm diameter) were between 300 and 660 pores m(-2) (equivalent to a volumetric proportion of 0.38-0.83\%) depending on the preceding crop. Observed soil bulk densities ranged between 1.31 and 1.62 g cm(-3). For spring wheat, the best fit between simulated and observed root densities in different layers was obtained with a MPRT of 0.023 m(3) m(-3) (equivalent to 2.3\% of soil volume). The mean simulated total above ground biomass was sensitive to MPRT and had the best agreement with observed values when a MPRT between 0.023 and 0.032 m(3) m(-3) was used in the simulations. Scenario simulations with the parameterized model at the same site demonstrate the importance of biopores for biomass production of short-cycle spring wheat when prolonged dry spells occur. The simulations allow a rough quantification of the biopore effects with respect to root elongation rate and biomass production at the plot scale with the potential to be extended to the field scale. (c) 2013 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2013.02.016,NA,0304-3800,NA,ISI:000317943400002,15-Jun,"Kautz, Timo/0000-0002-7906-8512 Uteau, Daniel/0000-0003-1499-4344","Kautz, Timo/N-7660-2013 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000314331200009,article,"Liu, Canran and White, Matt and Newell, Graeme and Griffioen, Peter","Species distribution modelling for conservation planning in Victoria, Australia",ECOLOGICAL MODELLING,2013,249,SI,24-Jan,n,"Detailed and reliable information about the spatial distribution of species provides critical information for effective conservation planning. In Victoria, Australia, this responsibility is held by the Department of Sustainability and Environment, which maintains and curates a database of site records for species: the Victorian Biodiversity Atlas. But the information is provided in point form, and therefore, it does not provide an adequate view of species distributions for all management purposes. By integrating known occurrences of species with environmental GIS data layers using a machine learning algorithm, random forest, we have built species distribution models for 523 vertebrate fauna species across the whole state, providing predictive `maps' that are available for use in various conservation planning activities. In this paper, we introduce and discuss the methods we developed and implemented for producing these models. Specifically, 26 explanatory variables were used for the modelling; three versions of models were built using different sets of explanatory variables; pseudo-absences were chosen by filtering random points with a profile model; model accuracy was assessed using several measures, especially lift curve-related ones; a threshold was selected for each model to transform continuous result to binary one by maximizing the sum of sensitivity and (pseudo) specificity, which was proved to be valid for presence-only data. (C) 2012 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2012.07.003,NA,0304-3800,NA,ISI:000314331200009,68-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000310568800040,article,"Sukhorukov, Valerii M. and Dikov, Daniel and Reichert, Andreas S. and Meyer-Hermann, Michael",Emergence of the Mitochondrial Reticulum from Fission and Fusion Dynamics,PLOS COMPUTATIONAL BIOLOGY,2012,8,10,OCT,n,"Mitochondria form a dynamic tubular reticulum within eukaryotic cells. Currently, quantitative understanding of its morphological characteristics is largely absent, despite major progress in deciphering the molecular fission and fusion machineries shaping its structure. Here we address the principles of formation and the large-scale organization of the cell-wide network of mitochondria. On the basis of experimentally determined structural features we establish the tip-to-tip and tip-to-side fission and fusion events as dominant reactions in the motility of this organelle. Subsequently, we introduce a graph-based model of the chondriome able to encompass its inherent variability in a single framework. Using both mean-field deterministic and explicit stochastic mathematical methods we establish a relationship between the chondriome structural network characteristics and underlying kinetic rate parameters. The computational analysis indicates that mitochondrial networks exhibit a percolation threshold. Intrinsic morphological instability of the mitochondrial reticulum resulting from its vicinity to the percolation transition is proposed as a novel mechanism that can be utilized by cells for optimizing their functional competence via dynamic remodeling of the chondriome. The detailed size distribution of the network components predicted by the dynamic graph representation introduces a relationship between chondriome characteristics and cell function. It forms a basis for understanding the architecture of mitochondria as a cell-wide but inhomogeneous organelle. Analysis of the reticulum adaptive configuration offers a direct clarification for its impact on numerous physiological processes strongly dependent on mitochondrial dynamics and organization, such as efficiency of cellular metabolism, tissue differentiation and aging.",10.1371/journal.pcbi.1002745,e1002745,1553-734X,1553-7358,ISI:000310568800040,NA,NA,"CEF, MC/B-4919-2018 Reichert, Andreas/A-4090-2012",NA,NA,NA,NA,NA,NA,NA
X.ISI.000308876600010,article,"Di Virgilio, Giovanni and Laffan, Shawn W. and Ebach, Malte C.","Fine-scale quantification of floral and faunal breaks and their geographic correlates, with an example from south-eastern Australia",JOURNAL OF BIOGEOGRAPHY,2012,39,10,OCT,n,"Aim We introduce a method to quantify shared breaks in aggregate biotic distributions and their relationships to geographic variables. The method is based on quantification of distributional taxic and abiotic data that can be applied over multiple spatial scales. We aim to show biogeographic breaks and varying transition zones at a fine level of detail (5-km resolution) and develop an approach to assess existing bioregionalization schemes. Location Global applicability, using an example from New South Wales in south-eastern Australia. Methods Moving window analyses, rotated in 15 degrees increments through 360 degrees, are used to assess the degree of anisotropic spatial turnover between sets of gridded cells containing georeferenced species observations. Patterns of biotic turnover are compared with equivalent analyses for elevation and lithology. Identified breaks are assessed against an existing bioregionalization scheme (Interim Biogeographic Regionalisation of Australia, IBRA). Results There was fine-scale concordance between turnover patterns and several IBRA bioregions. Breaks in turnover of flora and fauna corresponded with the boundaries of the Hunter Valley and Sydney Basin regions, particularly the boundary between the Brigalow Belt South and Sydney Basin. Low-turnover zones were quantified; prominent examples are the Sydney Cataract and Wyong bioregions. Turnover along many boundaries was gradational, confirming that mapped breaks are not abrupt. A previously unidentified break was identified in the South East Corner bioregion. Spatial turnover patterns were similar between biota and were reflected in mean correlation coefficients between turnover in each group: mammalsreptiles (r = 0.70, P << 0.01); mammalsflora (r = 0.56, P << 0.01); and reptilesflora (r = 0.51, P << 0.01). Generally, patterns of abiotic turnover reflected biotic turnover, although mean turnover correlations were weaker than between biota. Main conclusions Using this method we were able to characterize taxic breaks and overlaps in detail and at a spatially fine resolution. For our study region, we confirm the overall integrity of the IBRA framework, but suggest that it may benefit from revision in some respects.",10.1111/j.1365-2699.2012.02739.x,NA,0305-0270,NA,ISI:000308876600010,1862-1876,"Laffan, Shawn/0000-0002-5996-0570 Ebach, Malte/0000-0002-9594-9010","Laffan, Shawn/A-3761-2008 ",NA,NA,NA,NA,NA,NA,NA
