internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
136100,Pristimantis rhigophilus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,rhigophilus,,,,,"(La Marca, 2007)","La Marca (2007) erected the genus <i>Mucubatrachus</i> to accommodate species that have a dermal fold posterior to the urostyle and before the cloaca. Hedges et al. (2008), however, subsequently placed <i>Mucubatrachus</i> in the synonymy of <i>Pristimantis</i>. <i>Pristimantis rhigophilus</i> can be distinguished from other similar species by a combination of morphological characters and colour patterns (La Marca, 2007)."
136032,Pristimantis flabellidiscus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,flabellidiscus,,,,,"(La Marca, 2007)","The genus <i>Mucubatrachus</i> was recently proposed by La Marca (2007). Hedges et al. (2008), however, subsequently placed <i>Mucubatrachus</i> in the synonymy of <i>Pristimantis</i>. <i>Pristimantis flabellidiscus</i> can be distinguished from other similar species by very expanded discs and a combination of morphological characters and colour patterns (La Marca, 2007)."
136102,Psychrophrynella iani,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Psychrophrynella,iani,,,,,"(De la Riva, Reichle &amp; Cortéz in De la Riva, 2007)",<em>Psychrophrynella iani</em> is distinguished from other similar species by a combination of morphological features (De la Riva 2007).
136108,Ischnocnema penaxavantinho,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BRACHYCEPHALIDAE,Ischnocnema,penaxavantinho,,,,,"Giaretta, Toffoli and Oliveira, 2007","<i>Ischnocnema penaxavantinho</i> is diagnosed on the basis of adult morphology, advertisement call, and ecology (Giaretta et al., 2007)."
136109,Phyllomedusa araguari,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PHYLLOMEDUSIDAE,Phyllomedusa,araguari,,,,,"Giaretta, Oliveira Filho and Kokubum, 2007","<i>Phyllomedusa araguari</i> differs from other similar species in colour pattern, size, advertisement call and breeding site (Giaretta et al., 2007)."
136115,Hydrolaetare caparu,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Hydrolaetare,caparu,,,,,"Jansen, Gonzales Álvarez and Köhler, 2007","<i>Hydrolaetare caparu</i> can be distinguished from other congeners by a combination of morphological features, colour pattern and advertisement call features (Jansen et al., 2007)."
136049,Fejervarya nicobariensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Fejervarya,nicobariensis,,,,,"(Stoliczka, 1870)",The species named <i>Fejervarya nicobariensis</i> in the 2004 and 2006 IUCN Red Lists of Threatened Species was in fact <i>Hylarana nicobariensis</i>. The true <i>Fejervarya nicobariensis</i> was inadvertently omitted from the 2004 and 2006 IUCN Red Lists. The validity of the species was affirmed by Dubois and Ohler (2000).
136123,Rhinella cerradensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Rhinella,cerradensis,,,,,"Maciel, Brandão, Campos and Sebben, 2007","In the <i>Rhinella marina</i> group. <i>Rhinella cerradensis</i> can be distinguished from other similar species by a combination of morphological characters (adult and tadpole), colour patterns and advertisement call features (Maciel et al., 2007)."
136128,Ambystoma bishopi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,bishopi,,,,,"(Goin, 1950)","Based on patterns of genetic and morphological variation, Pauly <i>et al</i>. (2007) concluded that <i>Ambystoma cingulatum</i> should be split into two species, <i>A. bishopi</i> west of the Apalachicola-Flint rivers and <i>A. cingulatum</i> east of those rivers."
136157,Uperoleia daviesae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Uperoleia,daviesae,,,,,"Young, Tyler and Kent, 2005",
136201,Austronomus kuboriensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Austronomus,kuboriensis,,,,,"(McKean &amp; Calaby, 1968)",
136234,Ctenomys dorbignyi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,dorbignyi,,,,,"Contreras &amp; Contreras, 1984","There are taxonomic concerns regarding this species (Bidau pers. comm.). See Wilson and Reeder (2005) for a full synopsis. This species is m<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Monotypic species. There is some incongruence between C. dorbignyi, C. perrensis, and C. roigi, because of the high instances of hybridization among populations as well as species (de Freitas in press). &quot;}"" data-sheets-userformat=""{&quot;2&quot;:15293,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:0,&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Helvetica Neue&quot;,&quot;16&quot;:10}"">onotypic. There is some incongruence between <em>C. dorbignyi</em>, <em>C. perrensis</em>, and <em>C. roigi</em>, because of the high instances of hybridization among populations as well as species (de Freitas 2016)."
136287,Punomys kofordi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Punomys,kofordi,,,,,"Pacheco &amp; Patton, 1995","<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;This species is monotypic (Patton 2015).&quot;}"" data-sheets-userformat=""{&quot;2&quot;:15037,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:0,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Helvetica&quot;,&quot;16&quot;:10}"">This species is monotypic (Patton 2015)."
136289,Ctenomys pilarensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,pilarensis,,,,,"Contreras, 1993",
136370,Ctenomys pundti,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,pundti,,,,,"Nehring, 1920","Included in <em>Ctenomys mendocinus</em> by Cabrera (1961). This species&#160;<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;forms a paraphyletic group with C. talarum (Parada et al. 2011)&quot;}"" data-sheets-userformat=""{&quot;2&quot;:47619,&quot;3&quot;:{&quot;1&quot;:0},&quot;4&quot;:{&quot;1&quot;:2,&quot;2&quot;:16777215},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Helvetica, Arial, sans-serif&quot;,&quot;16&quot;:11,&quot;18&quot;:1}"">forms a paraphyletic group with <em>C. talarum </em>(Parada <em>et al.</em> 2011)."
136473,Plecotus kolombatovici,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Plecotus,kolombatovici,,,,,"Dulic, 1980","Originally described as a subspecies of <em>Plecotus austriacus</em>, but clearly distinct; see Mayer and von Helversen (2001) for genetics and Tvrtkovic <em>et al.</em> (2005) for morphology."
136480,Thomasomys macrotis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Thomasomys,macrotis,,,,,"Gardner &amp; Romo, 1993",
136495,Myotis nipalensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,nipalensis,,,,,"(Dobson, 1871)",Formerly included in <i>Myotis mystacinus</i>. <i>Myotis nipalensis</i> possibly represents a complex of several similar species. Further studies are needed to clarify the taxonomic status of populations currently allocated to this species (K. Tsytsulina pers. comm. 2008).
136579,Miniopterus macrocneme,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MINIOPTERIDAE,Miniopterus,macrocneme,,,,,"Revilliod, 1914","The taxonomy and nomenclature of this taxon is unclear. <i>Miniopterus macrocneme</i> has variously been considered as a subspecies of <i>M. pusillus</i>. Hill (1983) suggests all Papua New Guinea records of <i>M. medius</i> should be <i>M.</i> (<i>pusillus</i>) <i>macrocneme</i>. Thus there is much confusion over existing records (T. Reardon pers. comm.). Populations of <i>Miniopterus</i> in Sulawesi and the Kei Islands represent <i>M. pusillus</i>, not <i>M. macrocneme</i>."
136584,Homo sapiens,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HOMINIDAE,Homo,sapiens,,,,,"Linnaeus, 1758","Although Humans express a staggering diversity of skin colour and morphological attributes, gene flow is steady enough to prevent speciation. Kurzweil (2005) estimates that the “singularity”, the hypothesis that the rate of technological advancement will lead to runaway artificial intelligence exceeding Human intellectual capacity and control, will occur around the year 2045."
136687,Ctenomys bergi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,bergi,,,,,"Thomas, 1902",This species is monotypic (Bidau 2015).
136721,Bos primigenius,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Bos,primigenius,,,,,"Bojanus, 1827","The International Commission on Zoological Nomenclature (2003) ruled that the name <em>Bos primigenius</em> for this wild species is not invalid by virtue of being antedated by the name based on the domestic form. Therefore, IUCN considers the wild species of Aurochs under the name <em>Bos primigenius</em>, while the domestic forms of cattle are considered under <em>Bos taurus</em> (see Gentry <em>et al</em>., 2004). Grubb (2005) lists <em>B. primigenius</em> as a subspecies of <em>B. taurus</em>, contrary to most authors, but we do not follow that arrangement here."
136757,Cryptotis tropicalis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Cryptotis,tropicalis,,,,,"(Merriam, 1895)","This taxon was until recently considered a subspecies of <em>parva</em>, but is included in Hutterer (2005), and hence here as a species. This species is monotypic (Carraway 2014)."
136789,Cryptotis alticola,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Cryptotis,alticola,,,,,"(Merriam, 1895)",This species is monotypic (Ceballos and Arroyo 2014).
13888,Mormopterus planiceps,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mormopterus,planiceps,,,,,"(Peters, 1866)","<i>Mormopterus planiceps</i> is widely regarded as a species complex. Adams <i>et al.</i> (1988) recognized two species on the basis of allozyme data within <i>M. planiceps</i>, but these were never formally described or named (<i>M.</i> sp. 3 and <i>M.</i> sp. 4 in Adams <i>et al.</i> 1988). An additional species recognized by Adams <i>et al.</i> occurs along easternmost Australia and is also part of the traditional <i>M. planiceps</i> species group (<i>M.</i> sp. 2 in Adams <i>et al.</i> 1988; T. Reardon pers. comm.). Even within these unnamed taxa (i.e., <i>M.</i> sp. 2, <i>M.</i> sp. 3, <i>M.</i> sp. 4) there are likely to be further splits. Most notably <i>M.</i> sp. 4 probably contains two species that reflect its distribution – <i>M.</i> sp. 4 is thought to occur in two disjunct regions (southwestern Australia and southeastern Australia) (N. McKenzie pers. comm.). Maps, and indeed separate common names, for these taxa can be found in Menkhorst (2001)."
14135,Myotis nattereri,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,nattereri,,,,,"(Kuhl, 1817)","Does not include <i>Myotis schaubi</i> (Armenia and western Iran) and <i>Myotis bombinus</i> (southeastern Siberia, northeastern China, Korea, Japan). Two subspecies of <i>M. nattereri</i> are recognized: <i>M. nattereri nattereri </i>(N Africa, Europe, SW Asia Minor, Palestine) and <i>M. n. tschuliensis </i>(Caucasus region, Iraq, Turkmenia). 
<br>
<br>Part of the Iberian population has been described as a new cryptic species named <i>Myotis escalerae</i> (Ibañez <i>et al.</i> 2006), and recent genetic work indicates that true <i>nattereri</i> may not occur on the Iberian Peninsula, and that what occurs there is a third lineage which may have a broad range in southern Europe (12% genetic difference) (J. Juste pers. comm. 2007). However, for the purposes of this assessment <i>escalerae</i> is treated as part of <i>nattereri</i>."
14295,Naemorhedus caudatus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Naemorhedus,caudatus,,,,,"(Milne-Edwards, 1867)","No subspecies are recognized by Grubb (2005), although previous taxonomies recognized various subspecies."
14296,Naemorhedus goral,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Naemorhedus,goral,,,,,"(Hardwicke, 1825)","Two subspecies are recognized by Wilson and Reeder (2005): <em>N. g. goral</em>, and <em>N. g. bedfordi</em>."
14660,Nesokia bunnii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Nesokia,bunnii,,,,,"(Khajuria, 1981)",Generic synonym = <i>Erythronesokia</i>.
14943,Scotorepens greyii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Scotorepens,greyii,,,,,"(Gray, 1843)","Generic synonym = <i>Scotorepens</i>.
<br>Synonyms = <i>N. caprenus</i>; <i>N. aquilo</i>."
15003,Nyctophilus geoffroyi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctophilus,geoffroyi,,,,,"Leach, 1821",Tasmanian populations may represent a separate species (T. Reardon pers. comm.).
15260,Oligosoma otagense,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Oligosoma,otagense,,,,,"(McCann, 1955)","No significant morphometric differences have been detected between populations. The wide geographic separation and presumably long isolation of the eastern and western populations means genetic differentiation between these regions is possible, although this has yet to be investigated (Whitaker <em>et al.</em> 2002)."
153570,Bufotes turanensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Bufotes,turanensis,,,,,"(Hemmer, Schmidtler &amp; Böhme, 1978)",
153768,Fallicambarus devastator,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,CAMBARIDAE,Fallicambarus,devastator,,,,,"Hobbs &amp; Whiteman, 1987",
153809,Distocambarus crockeri,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,CAMBARIDAE,Distocambarus,crockeri,,,,,"Hobbs &amp; Carlson, 1983",
15446,Orcula austriaca,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ORCULIDAE,Orcula,austriaca,,,,,"Zimmermann, 1932","This is a polytypic species with taxonomic problems associated with the subspecies. The currently accepted subspecies are: <span style=""font-style: italic;"">Orcula austriaca austriaca</span>, <span style=""font-style: italic;"">O. austriaca faueri</span> Klemm, 1967, <span style=""font-style: italic;"">O. austriaca goelleri</span> Gittenberger, 1978 and <span style=""font-style: italic;"">O. austriaca pseudofuchsi</span> Klemm, 1967."
15447,Orcula fuchsi,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ORCULIDAE,Orcula,fuchsi,,,,,"Zimmermann, 1931",
15448,Orcula pseudodolium,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ORCULIDAE,Orcula,pseudodolium,,,,,"A.J. Wagner, 1912",
155347,Hemicycla pouchet,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HELICIDAE,Hemicycla,pouchet,,,,,"(A. Férussac, 1821)","This taxon was originally assessed under the name <em>Hemicycla adansoni</em> for the Red List, however the nomenclature has changed and it is now renamed as&#160;<em>Hemicycla pouchet</em>&#160;(see: Ibanez and Alonso 2007)"
155476,Ferrissia clessiniana,ANIMALIA,MOLLUSCA,HYGROPHILA,GASTROPODA,PLANORBIDAE,Ferrissia,clessiniana,,,,,"(Jickeli, 1882)","Fauna Europaea (Bank <span style=""font-style: italic;"">et al. </span>2006) considered this species to be a synonym of the more widespread species <em>F. wauteri</em> and as such listed it under this name."
156302,Candidula intersecta,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Candidula,intersecta,,,,,"(Poiret, 1801)",
156304,Discula calcigena,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Discula,calcigena,,,,,"(R.T. Lowe, 1831)","Mandahl-Barth (1950) recognised six subspecies including <span style=""font-style: italic;"">D. pulvinata</span> which Walden (1983) raised to species level. Bank <span style=""font-style: italic;"">et al. </span>(2002) still recognise 4 subspecies from the islets, <span style=""font-style: italic;"">D.c.maxima</span> (Ilheu de Ferro), <span style=""font-style: italic;"">D.c.calcigena</span> (Ilheu de Baixo),<span style=""font-style: italic;""> D.c.barbozae </span>(Ilheu da Fonte d'Areia)."
156309,Monacha fruticola,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Monacha,fruticola,,,,,"(Krynicki, 1833)",
156311,Candidula spadae,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Candidula,spadae,,,,,"(Calcara, 1845)","An anatomically well differentiated undescribed species, which has previously been confounded with <span style=""font-style: italic;"">C. spadae</span>, has been recognized by A. Hallgass between Monte Catria and Gualdo Tadino in the border region of Marche and Umbria (Hallgass pers. comm.  2011)."
156313,Helicella itala,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Helicella,itala,,,,,"(Linnaeus, 1758)",
156319,Monacha solidior,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Monacha,solidior,,,,,"(Mousson, 1863)","<span style=""font-style: italic;"">M. solidior</span> is difficult to distinguish from other <span style=""font-style: italic;"">Monacha </span>species based on shell characters only (mainly <span style=""font-style: italic;"">M. carascaloides</span>) (Hausdorf 2000)."
156320,Helicopsis filimargo,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Helicopsis,filimargo,,,,,"(Krynicki, 1833)",
156323,Eubrephulus bicallosa,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ENIDAE,Eubrephulus,bicallosa,,,,,"(L. Pfeiffer, 1847)","The species was previously described as <span style=""font-style: italic;"">Bulimus bicallosus</span>."
156334,Xerolenta depulsa,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Xerolenta,depulsa,,,,,"(L. Pinter, 1969)","According to www.animalbase.org, the valid generic affiliation of the species is <em>Helicopsis</em>&#160; rather than <em>Xerolenta. </em>Damjanov & Likharev (1975) do not mention the species."
156335,Pupilla alpicola,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PUPILLIDAE,Pupilla,alpicola,,,,,"(Charpentier, 1837)",
156340,Urticicola isaricus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Urticicola,isaricus,,,,,"(Locard, 1882)","There is a distinct subspecies, <span style=""font-style: italic;"">Urticicola isaricus ventouxianus</span>, endemic from Mont Ventoux."
156344,Mengoana jeschaui,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Mengoana,jeschaui,,,,,"(Kobelt, 1878)",
156349,Cepaea sylvatica,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HELICIDAE,Cepaea,sylvatica,,,,,"(Draparnaud, 1801)",
156352,Phenacolimax blanci,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,VITRINIDAE,Phenacolimax,blanci,,,,,"(Pollonera, 1884)","The species was originally described as a variety of <span style=""font-style: italic;"">Phenacolimax major</span>, and has been elevated to species rank by Boato <span style=""font-style: italic;"">et al. </span>(1986)."
156360,Helix dormitoris,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HELICIDAE,Helix,dormitoris,,,,,"Kobelt, 1898",
156374,Cernuellopsis ghisottii,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Cernuellopsis,ghisottii,,,,,"Manganelli &amp; Giusti, 1988",
156377,Xerotricha corderoi,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Xerotricha,corderoi,,,,,"(E. Gittenberger &amp; Manga, 1977)",Some authors consider this species must be included in&#160;<em>Helicella</em>&#160;instead of&#160;<em>Xerotricha</em>&#160;genus (Gittenberger and Manga 1977).
156384,Discula rotula,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Discula,rotula,,,,,"(R.T. Lowe, 1831)",
156398,Cernuella cisalpina,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Cernuella,cisalpina,,,,,"(Rossmässler, 1837)",
156404,Truncatellina linearis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,VERTIGINIDAE,Truncatellina,linearis,,,,,"(Lowe, 1852)",
156409,Xerosecta cespitum,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Xerosecta,cespitum,,,,,"(Draparnaud, 1801)","The species has often been confused with <span style=""font-style: italic;"">Xerosecta introducta </span>in the past."
156423,Candidula grovesiana,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Candidula,grovesiana,,,,,"(Paulucci, 1881)","<span style=""font-style: italic;"">C. grovesiana</span> is taxonomically inhomogeneous and seems to represent a group of distinct species or at least a Rassenkreis, which is in urgent need of revision; the well differentiated form <span style=""font-style: italic;"">C. scissa</span> (Paulucci, 1881), originally described as a variety of <span style=""font-style: italic;"">C. cavannae</span> (Paulucci, 1881), belongs anatomically to the grovesiana-group (unpublished data of A. Hallgass).<br/><span style=""font-style: italic;""></span>"
156430,Monacha dofleini,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Monacha,dofleini,,,,,"(P. Hesse, 1928)",<br/><p><em><br/></em></p>
156436,Orcula gularis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ORCULIDAE,Orcula,gularis,,,,,"(Rossmässler, 1837)","This is a polytypic species with the currently accepted subspecies being: <span style=""font-style: italic;"">Orcula gularis gularis</span> and <span style=""font-style: italic;"">O. gularis oreina</span> Pilsbry, 1934."
156440,Chilostoma squamatinum,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HELICIDAE,Chilostoma,squamatinum,,,,,"(Rossmässler, 1835)",
156454,Spirorbula depauperata,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Spirorbula,depauperata,,,,,"(R.T. Lowe, 1831)","Cameron <em>et al. </em>(2006) has shown that there appears to be a range in size from the two extremes of form with <em>S. depauperata</em> representing one most common size form and <em>S. latina</em> the smallest extreme. Both Seddon and Cameron’s research on the fossil deposits of Porto Santo do not recognise any fossil material as <em>S. latina</em>, but recognise that at sites, material appears to have a consistent shape and form. Cameron<span style=""font-style: italic;""> et al. </span>(2006) show that types of the two species are extremes of the range of variability."
156463,Jaminia quadridens,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ENIDAE,Jaminia,quadridens,,,,,"(O.F. Müller, 1774)","Fauna Europaea (Bank <span style=""font-style: italic;"">et al.</span> 2006) recognizes two subspecies: <span style=""font-style: italic;"">Jamina quadridens quadridens</span> and <span style=""font-style: italic;"">J. quadridens elongata</span>."
156468,Arianta arbustorum,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HELICIDAE,Arianta,arbustorum,,,,,"(Linnaeus, 1758)",
156471,Cernuella hydrutina,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Cernuella,hydrutina,,,,,"(Kobelt, 1884)","The species has been described in Lieferung 3/4 of vol. 1 of the Neue Folge of Rossmässler's Iconographie, which appeared on 24 Dec. 1883, and should be cited with that year."
156473,Monacha gregaria,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Monacha,gregaria,,,,,"(Rossmässler, 1839)","Pintér (1977) created for this species the new Subgenus <span style=""font-style: italic;"">Szentgalya</span>. This is not accepted by Bank&#160; (2011) in Fauna Europaea (which this assessment is following), but Liberto <span style=""font-style: italic;"">et al. </span>(2010) elevate <span style=""font-style: italic;"">Szentgalya </span>to the rank of a full genus."
156475,Xerolenta razlogi,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Xerolenta,razlogi,,,,,"(L. Pinter, 1969)","The species occurs parapatrically with <span style=""font-style: italic;"">X.  obvia</span> and could be conspecific with this species (Pintér  1969). The taxonomic status of the species needs a serious reinvestigation."
156480,Trochoidea cumiae,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Trochoidea,cumiae,,,,,"(Calcara, 1847)",The subpopulation on Lampione constitutes perhaps an undescribed conchologically well characterised subspecies.
156481,Candidula olisippensis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,HYGROMIIDAE,Candidula,olisippensis,,,,,"(Servain, 1880)","Gittenberger (1993) indicated that this species probably constitutes a species complex given the wide conchiological variability presented, but currently this is still to be confirmed. Some records for this species from Portugal have to be corrected due to confusion with <span style=""font-style: italic;"">C. intersecta</span>."
